-68.55795,-30.798635,0,1,0
-66.17285,-26.660206,1,1,0
-63.99952,-23.81849,2,1,0
-63.73022,-22.841217,3,1,0
-60.73628,-18.6515,4,1,0
-58.328796,-14.680242,5,1,0
-50.559864,-5.7748065,6,1,0
-39.25678,7.64542,7,1,0
-21.132988,28.988024,8,1,0
15.392309,64.22832,9,1,0
86.809494,97.66372,10,1,0
434.86407,-30.80556,11,1,0
-65.89086,-31.893398,0,1,1
-63.31127,-26.856329,1,1,1
-61.74148,-24.663342,2,1,1
-60.759422,-22.193136,3,1,1
-58.88143,-17.657677,4,1,1
-57.553097,-14.676546,5,1,1
-49.824974,-5.0104833,6,1,1
-41.180916,6.210416,7,1,1
-23.87028,26.473204,8,1,1
3.7549098,55.761726,9,1,1
63.421833,92.422775,10,1,1
382.76617,-25.983767,11,1,1
-66.39633,-32.23798,0,1,2
-63.853603,-26.56574,1,1,2
-62.2824,-24.007092,2,1,2
-62.542526,-22.818924,3,1,2
-60.853203,-18.645243,4,1,2
-58.70143,-14.863681,5,1,2
-50.990475,-4.4814477,6,1,2
-45.160973,3.8966417,7,1,2
-26.442698,26.29929,8,1,2
-2.6882722,52.670662,9,1,2
55.533516,86.164505,10,1,2
396.35004,-34.253944,11,1,2
-66.15888,-31.86426,0,1,3
-63.773964,-28.01099,1,1,3
-61.74279,-25.057568,2,1,3
-61.793674,-23.258238,3,1,3
-61.41221,-19.682907,4,1,3
-60.165028,-15.945658,5,1,3
-52.68812,-5.5269995,6,1,3
-49.118095,0.8377016,7,1,3
-37.295,16.929792,8,1,3
-11.131944,46.698418,9,1,3
41.38904,82.20463,10,1,3
325.3573,-14.439931,11,1,3
-66.269615,-31.296093,0,1,4
-63.605263,-25.90547,1,1,4
-61.137203,-22.854467,2,1,4
-61.83592,-22.232689,3,1,4
-59.73624,-17.629925,4,1,4
-59.789234,-16.489862,5,1,4
-50.648857,-4.002304,6,1,4
-40.404705,8.31929,7,1,4
-21.777275,30.71903,8,1,4
5.168424,59.880184,9,1,4
71.63264,99.47894,10,1,4
413.95578,-15.148703,11,1,4
-67.98598,-37.19934,0,1,5
-64.53922,-31.819586,1,1,5
-64.32982,-30.664305,2,1,5
-63.68066,-29.616617,3,1,5
-61.01518,-26.548544,4,1,5
-56.839535,-21.278164,5,1,5
-55.126595,-18.211512,6,1,5
-47.8217,-8.720554,7,1,5
-35.863262,7.0051913,8,1,5
-18.629702,23.170618,9,1,5
42.336662,62.240257,10,1,5
359.8259,-37.117786,11,1,5
-66.8466,-34.08848,0,1,6
-64.72759,-30.053629,1,1,6
-61.698673,-25.836016,2,1,6
-60.435505,-22.419985,3,1,6
-59.316204,-18.425776,4,1,6
-54.961926,-11.969932,5,1,6
-48.930466,-3.6317472,6,1,6
-41.43786,7.024498,7,1,6
-24.50615,28.665274,8,1,6
4.1140547,58.33303,9,1,6
75.47136,103.205086,10,1,6
407.7985,-27.426456,11,1,6
-66.41778,-33.312336,0,1,7
-62.856194,-28.393362,1,1,7
-60.10547,-24.711874,2,1,7
-60.617664,-23.398327,3,1,7
-58.503067,-17.643003,4,1,7
-55.047043,-11.7165165,5,1,7
-48.44741,-2.3739407,6,1,7
-41.23433,8.448667,7,1,7
-22.507038,31.604761,8,1,7
6.202005,62.86581,9,1,7
71.9945,102.68799,10,1,7
396.89948,-23.176298,11,1,7
-66.11909,-36.141117,0,1,8
-63.867077,-30.99913,1,1,8
-62.546944,-29.362305,2,1,8
-61.245125,-26.999937,3,1,8
-57.26692,-21.047575,4,1,8
-56.96652,-20.650198,5,1,8
-47.571613,-11.057077,6,1,8
-38.85235,-3.3724754,7,1,8
-21.96029,13.115291,8,1,8
7.8903027,40.09405,9,1,8
68.55541,66.65533,10,1,8
434.22473,-95.350136,11,1,8
-68.45406,-31.266357,0,1,9
-66.02342,-26.60897,1,1,9
-63.747818,-23.362383,2,1,9
-63.589973,-22.492855,3,1,9
-60.547375,-18.134642,4,1,9
-58.7383,-15.259214,5,1,9
-49.96133,-5.42498,6,1,9
-39.78218,6.69155,7,1,9
-21.712578,28.541542,8,1,9
10.8708935,60.088337,9,1,9
80.13304,94.949135,10,1,9
426.9438,-23.993137,11,1,9
-66.60465,-32.57597,0,1,10
-64.09786,-26.799866,1,1,10
-62.268585,-23.446941,2,1,10
-62.449295,-22.15552,3,1,10
-61.010098,-18.278162,4,1,10
-58.23894,-13.609777,5,1,10
-50.90495,-3.6734874,6,1,10
-45.386093,4.564463,7,1,10
-27.139282,27.01428,8,1,10
-3.914765,53.19638,9,1,10
57.9213,93.248405,10,1,10
402.5892,-21.929554,11,1,10
-65.70058,-34.212395,0,1,11
-62.34707,-28.503538,1,1,11
-59.9046,-24.938921,2,1,11
-59.711098,-23.418894,3,1,11
-58.763474,-19.10905,4,1,11
-55.96505,-13.607656,5,1,11
-51.829197,-7.5825047,6,1,11
-47.370743,-0.30821654,7,1,11
-34.174026,17.02061,8,1,11
-5.5435867,49.803234,9,1,11
41.993492,81.52633,10,1,11
358.12375,-9.7341385,11,1,11
-66.050354,-32.33171,0,1,12
-63.45982,-27.715418,1,1,12
-60.726593,-23.453102,2,1,12
-61.09363,-22.440681,3,1,12
-60.243614,-18.372536,4,1,12
-58.27629,-14.261518,5,1,12
-51.958096,-5.901478,6,1,12
-49.05553,-0.6936618,7,1,12
-30.47494,20.885262,8,1,12
-5.398764,47.041958,9,1,12
54.71427,85.626526,10,1,12
366.27875,-24.76563,11,1,12
-67.0694,-35.603447,0,1,13
-64.45085,-31.611456,1,1,13
-60.710842,-26.431019,2,1,13
-58.25096,-21.889511,3,1,13
-57.926487,-17.69624,4,1,13
-56.110718,-13.625107,5,1,13
-48.36352,-2.77375,6,1,13
-38.01427,11.001791,7,1,13
-19.90131,33.0519,8,1,13
5.6746635,57.98363,9,1,13
60.92676,92.72859,10,1,13
361.91226,-9.192794,11,1,13
-66.09847,-33.46192,0,1,14
-63.044853,-27.03356,1,1,14
-60.88633,-23.649492,2,1,14
-60.624058,-22.012846,3,1,14
-59.9372,-18.553282,4,1,14
-57.260975,-13.620648,5,1,14
-51.592514,-4.9780436,6,1,14
-45.087276,5.453082,7,1,14
-28.609175,26.208656,8,1,14
-4.395485,52.046104,9,1,14
53.511543,94.443855,10,1,14
373.7878,-7.463772,11,1,14
-68.22187,-29.528423,0,1,15
-65.92701,-25.585619,1,1,15
-65.73698,-25.448736,2,1,15
-65.81284,-25.646088,3,1,15
-61.65851,-21.639904,4,1,15
-58.212673,-17.364222,5,1,15
-45.992947,-2.4506016,6,1,15
-31.787962,11.862106,7,1,15
-15.958509,27.872131,8,1,15
23.77113,59.87926,9,1,15
99.81499,85.37883,10,1,15
423.48016,-41.092247,11,1,15
-67.76987,-29.013502,0,1,16
-65.28469,-24.586676,1,1,16
-62.95891,-22.14457,2,1,16
-61.57402,-20.245764,3,1,16
-58.502445,-15.962133,4,1,16
-55.662514,-13.248614,5,1,16
-45.800377,-1.890452,6,1,16
-34.274166,10.0923815,7,1,16
-7.50078,35.727768,8,1,16
30.514193,62.276512,9,1,16
110.6273,74.107285,10,1,16
396.00092,-75.68795,11,1,16
-65.61931,-32.02273,0,1,17
-63.680798,-27.61874,1,1,17
-60.647354,-24.105837,2,1,17
-60.3788,-23.044733,3,1,17
-57.705257,-19.31417,4,1,17
-54.869923,-15.66821,5,1,17
-45.44015,-4.8411646,6,1,17
-34.491962,7.5996532,7,1,17
-13.369243,30.383377,8,1,17
21.025366,58.414173,9,1,17
93.27088,80.44047,10,1,17
413.73096,-73.79487,11,1,17
-68.36232,-30.46984,0,1,18
-66.0166,-27.30113,1,1,18
-62.8708,-23.006681,2,1,18
-62.2167,-21.409405,3,1,18
-59.83332,-15.818869,4,1,18
-58.464718,-12.882919,5,1,18
-51.026886,-2.5855057,6,1,18
-41.959587,10.180829,7,1,18
-23.216343,32.821564,8,1,18
3.9353182,62.934006,9,1,18
65.93286,105.22423,10,1,18
369.46957,-6.639765,11,1,18
-68.74485,-29.568008,0,1,19
-66.76762,-26.739124,1,1,19
-64.52145,-24.106733,2,1,19
-62.075363,-20.331598,3,1,19
-60.6562,-16.423822,4,1,19
-57.108624,-11.145962,5,1,19
-50.28234,-0.83018637,6,1,19
-43.500698,8.787088,7,1,19
-27.594412,27.233633,8,1,19
7.5464625,65.35431,9,1,19
80.02274,111.593315,10,1,19
419.46146,-21.925539,11,1,19
-67.44178,-27.868587,0,1,20
-65.64019,-24.956987,1,1,20
-63.849957,-22.357872,2,1,20
-63.77282,-21.591711,3,1,20
-61.467197,-17.622133,4,1,20
-59.650692,-14.82274,5,1,20
-51.32445,-3.0481923,6,1,20
-42.61946,8.16252,7,1,20
-23.278473,30.973896,8,1,20
10.6918745,65.577805,9,1,20
76.631195,98.66272,10,1,20
438.01352,-44.546486,11,1,20
-67.69373,-27.75097,0,1,21
-65.36204,-25.09346,1,1,21
-63.00478,-22.408,2,1,21
-63.494442,-21.983395,3,1,21
-60.41385,-17.2002,4,1,21
-58.14328,-12.757661,5,1,21
-49.44085,-1.2019016,6,1,21
-40.348396,12.019894,7,1,21
-19.518143,37.896355,8,1,21
7.1128373,66.67514,9,1,21
72.90181,109.77707,10,1,21
360.47018,6.3352594,11,1,21
-68.87303,-25.65643,0,1,22
-66.94359,-24.068714,1,1,22
-64.84551,-21.442955,2,1,22
-62.39898,-18.369272,3,1,22
-61.57878,-16.915337,4,1,22
-58.186794,-13.028505,5,1,22
-47.87056,-0.73649645,6,1,22
-40.129772,8.287565,7,1,22
-17.518948,33.652878,8,1,22
14.927024,62.55717,9,1,22
96.689644,101.512474,10,1,22
390.81845,-23.764168,11,1,22
-68.655785,-30.19052,0,1,23
-66.40055,-26.550888,1,1,23
-63.757614,-23.056705,2,1,23
-63.556206,-21.931225,3,1,23
-61.670742,-18.560919,4,1,23
-58.290146,-14.616095,5,1,23
-49.667805,-3.5739813,6,1,23
-41.015198,7.804494,7,1,23
-16.72987,36.07661,8,1,23
12.433952,65.78122,9,1,23
87.12681,110.10719,10,1,23
427.99536,-18.26491,11,1,23
-68.79305,-28.826267,0,1,24
-66.75285,-25.563684,1,1,24
-64.52414,-22.69451,2,1,24
-64.562515,-21.770529,3,1,24
-61.016666,-15.774586,4,1,24
-59.124485,-12.324968,5,1,24
-49.3765,0.6804487,6,1,24
-40.235096,13.898489,7,1,24
-23.867767,33.040104,8,1,24
0.65123934,56.871758,9,1,24
72.05111,98.7937,10,1,24
354.37408,-13.177105,11,1,24
-68.243004,-28.881496,0,1,25
-66.05102,-25.262003,1,1,25
-63.87945,-22.843067,2,1,25
-62.413654,-20.334425,3,1,25
-61.475338,-17.275593,4,1,25
-59.271236,-14.3677,5,1,25
-51.784435,-4.5083833,6,1,25
-43.948914,5.8697248,7,1,25
-20.892427,33.87186,8,1,25
8.576902,64.29222,9,1,25
85.766205,107.88756,10,1,25
367.23135,-21.582481,11,1,25
-68.31397,-29.127518,0,1,26
-66.51815,-26.373608,1,1,26
-63.503662,-22.157871,2,1,26
-62.54196,-20.195759,3,1,26
-61.69558,-18.22443,4,1,26
-58.256195,-13.528132,5,1,26
-48.72822,-1.1120927,6,1,26
-36.37743,15.266206,7,1,26
-13.477299,41.59472,8,1,26
17.499813,71.364494,9,1,26
92.74284,109.094246,10,1,26
423.75256,-22.774134,11,1,26
-68.05533,-29.232016,0,1,27
-65.01354,-25.32381,1,1,27
-62.37002,-22.04798,2,1,27
-61.744938,-20.311455,3,1,27
-61.766617,-19.039177,4,1,27
-57.284718,-13.492942,5,1,27
-51.982952,-5.8875904,6,1,27
-45.839237,3.6887827,7,1,27
-31.076307,23.354786,8,1,27
-7.184564,47.63898,9,1,27
50.881527,89.17557,10,1,27
311.84534,-22.915989,11,1,27
-68.15935,-28.413223,0,1,28
-65.6512,-25.337725,1,1,28
-63.20115,-22.143196,2,1,28
-62.77444,-20.942911,3,1,28
-61.444435,-17.647173,4,1,28
-58.74052,-13.054437,5,1,28
-48.097412,0.75470406,6,1,28
-39.580566,12.475085,7,1,28
-21.37995,32.976368,8,1,28
8.026947,63.79506,9,1,28
87.111984,112.133644,10,1,28
413.1453,-14.492664,11,1,28
-67.5004,-29.058704,0,1,29
-64.95059,-24.47147,1,1,29
-62.857773,-21.914684,2,1,29
-62.147564,-20.41215,3,1,29
-59.69403,-15.702481,4,1,29
-58.62708,-14.73348,5,1,29
-49.14571,-3.0710645,6,1,29
-41.982693,4.875496,7,1,29
-21.357443,28.50712,8,1,29
11.341949,60.069664,9,1,29
76.96044,98.02456,10,1,29
384.28995,-38.28005,11,1,29
-68.07984,-26.700285,0,1,30
-66.06206,-24.290209,1,1,30
-63.755302,-21.44446,2,1,30
-63.49556,-20.382128,3,1,30
-62.275463,-17.36084,4,1,30
-60.35999,-15.101915,5,1,30
-49.02578,-0.46877953,6,1,30
-41.17904,10.186601,7,1,30
-20.996891,33.766006,8,1,30
5.3912835,60.48395,9,1,30
83.32315,106.102905,10,1,30
393.2043,-20.155146,11,1,30
-67.53777,-28.791143,0,1,31
-65.91197,-25.586706,1,1,31
-64.31595,-23.623837,2,1,31
-63.475586,-22.270723,3,1,31
-61.368015,-18.261162,4,1,31
-58.72508,-14.675317,5,1,31
-50.17257,-3.7355058,6,1,31
-37.3268,10.973274,7,1,31
-14.370967,35.118,8,1,31
25.711794,71.91298,9,1,31
100.86543,110.200966,10,1,31
420.2513,-36.643436,11,1,31
-67.8624,-29.841665,0,1,32
-64.95487,-25.47786,1,1,32
-62.571262,-22.494766,2,1,32
-62.05629,-21.041725,3,1,32
-60.199726,-16.634113,4,1,32
